"USAF","WBAN","STATION_NAME","CTRY","ST","CALL,,"LAT","LNG","ELEV(M)","BEGIN","END"
"997630","99999","MOORED BUOY 21903            ","  ","  ","    ","+40,800","+154,800","+0003.0","20080711","20080711"
"997639","99999","MOORED BUOY 21937            ","  ","  ","    ","+38,000","+138,700","+0003.0","20080101","20081231"
"997657","99999","MOORED BUOY 41901            ","  ","  ","    ","+23,400","-071,300","+0003.0","20080904","20080924"
"997671","99999","DATA BUOY 44847              ","US","  ","    ","+41,500","-029,600","+0003.0","20080102","20081121"
"997672","99999","DATA BUOY 46563              ","US","  ","    ","+40,900","-142,500","+0003.0","20080121","20081229"
"997674","99999","DATA BUOY 46652              ","  ","  ","    ","+31,000","-130,300","+0003.0","20080103","20080714"
"997686","99999","FRIPPS INLET                 ","US","SC","    ","+32,330","-080,450","+0003.0","20080101","20080313"
"997687","99999","BURLINGTON DEL RIVER         ","US","NJ","    ","+40,080","-074,880","+0009.0","20080101","20210605"
"997688","99999","BISHOPS HEAD                 ","US","MD","    ","+38,220","-076,030","+0003.0","20080101","20210605"
"997689","99999","BRANDYWINE SHOAL LGT         ","US","DE","    ","+38,980","-075,100","+0003.0","20080101","20210605"
"997691","99999","CAPE HENRY                   ","US","VA","    ","+36,930","-076,020","+0003.0","20080101","20210605"
"997692","99999","CLEVELAND                    ","US","OH","    ","+41,530","-081,630","+0210.0","20080101","20210605"
"997693","99999","S CRANEY ISLAND              ","US","VA","    ","+36,880","-076,330","+0003.0","20080101","20210605"
"997694","99999","DELAWARE CITY                ","US","DE","    ","+39,580","-075,580","+0008.0","20080101","20210605"
"997695","99999","JOHN MERCER PIER             ","US","NC","    ","+34,200","-077,830","+0003.0","20080101","20210605"
"997696","99999","LA PUSH                      ","US","WA","    ","+47,920","-124,630","+0003.0","20080101","20210605"
"997697","99999","LITTLE RAPIDS                ","US","MI","    ","+46,480","-084,300","+0185.0","20080101","20210605"
"997698","99999","NEWBOLD                      ","US","PA","    ","+40,800","-074,750","+0018.0","20080101","20210605"
"997699","99999","PAGO PAGO                    ","AQ","  ","    ","-14,280","-170,700","+0003.0","20080101","20200718"
"997701","99999","PORT MANATEE                 ","US","FL","    ","+27,630","-082,570","+0003.0","20080101","20210605"
"997702","99999","PINEY POINT                  ","US","MD","    ","+38,130","-076,530","+0003.0","20080101","20210605"
"997703","99999","PILOT STATION EAST           ","US","LA","    ","+28,920","-089,400","+0003.0","20080101","20210605"
"997704","99999","RED DOG DOCK                 ","US","AK","    ","+67,570","-164,650","+0003.0","20080101","20210605"
"997705","99999","OLD PORT TAMPA               ","US","FL","    ","+27,850","-082,550","+0009.0","20080101","20210605"
"997706","99999","GARIBALDI TILLAMOOK          ","US","OR","    ","+45,550","-123,900","+0003.0","20080101","20210605"
"997707","99999","WELLS                        ","US","ME","    ","+43,320","-070,550","+0006.0","20080101","20210605"
"997708","99999","YORK RIVER E RANGE           ","US","VA","    ","+37,250","-076,330","+0010.0","20080101","20210605"
"997709","99999","S CAPERS ISLAND              ","US","SC","    ","+32,850","-079,700","+0010.0","20080101","20080309"
"997712","99999","DATA BUOY 21907              ","  ","  ","    ","+30,900","+153,400","+0003.0","20080101","20080712"
"997713","99999","DATA BUOY 41027              ","US","  ","    ","+33,300","-078,130","+0003.0","20080210","20080211"
"997722","99999","DRIFTING BUOY 44722          ","US","  ","    ","   ,   ","    ,   ","       ","20080115","20081018"
"997723","99999","DATA BUOY 44730              ","  ","  ","    ","+61,400","-037,300","+0003.0","20080313","20080704"
"997724","99999","DRIFTING BUOY 44742          ","US","  ","    ","   ,   ","    ,   ","       ","20080415","20081231"
"997725","99999","DRIFTING BUOY 44745          ","US","  ","    ","   ,   ","    ,   ","       ","20080104","20081211"
"997727","99999","DRIFTING BUOY 44747          ","US","  ","    ","   ,   ","    ,   ","       ","20080101","20080421"
"997729","99999","GALVESTON BAY N JETY         ","US","TX","    ","+29,350","-094,720","+0003.0","20080101","20210605"
"997731","99999","GRAND TRAVERSE LIGHT         ","US","MI","    ","+45,200","-085,550","+0184.0","20080101","20210605"
"997732","99999","PORTAGE CANAL                ","US","MI","    ","+47,270","-088,530","+0198.0","20080101","20200821"
"997733","99999","PULASKI SHOAL LIGHT          ","US","FL","    ","+24,680","-082,770","+0016.0","20080101","20200325"
"997734","99999","TIBURON PIER                 ","US","CA","    ","+37,920","-122,450","+0003.0","20080101","20210605"
"997735","99999","WAUKEGAN HARBOR              ","US","IL","    ","+42,350","-087,820","+0188.0","20080101","20210605"
"997736","99999","PORT WASHINGTON              ","US","WI","    ","+43,380","-087,870","+0180.0","20080101","20210605"
"997737","99999","SILVER BAY                   ","US","MN","    ","+47,270","-091,080","+0198.0","20080102","20210605"
"997738","99999","SAXON HARBOR                 ","US","WI","    ","+46,570","-090,430","+0186.0","20080102","20210605"
"997739","99999","GRAND MARAIS                 ","US","MI","    ","+46,667","-085,967","+0191.0","20080101","20210605"
"997741","99999","KEWAUNEE                     ","US","WI","    ","+44,450","-087,483","+0178.0","20080101","20210605"
"997742","99999","MIDDLE BAY LIGHT             ","US","AL","    ","+30,433","-088,000","+0014.0","20111107","20210605"
"997743","99999","ROBINS REEF                  ","US","NJ","    ","+40,650","-074,067","+0072.0","20080101","20210605"
"997779","99999","SHIP JOHN SHOAL              ","US","NJ","    ","+39,300","-075,367","+0003.0","20080101","20210605"
"997781","99999","COVE POINT                   ","US","MD","    ","+38,717","-076,650","+0002.0","20080101","20210605"
"997782","99999","DOMINION TERMINAL ASSOCIATION","US","VA","    ","+36,967","-076,417","+0002.0","20080101","20210605"
"997783","99999","GODWIN ISLAND MET STATION    ","US","VA","    ","+37,217","-076,400","+0004.0","20080101","20081231"
"997784","99999","MEAHER PARK                  ","US","AL","    ","+30,650","-087,933","+0010.0","20080101","20201029"
"997785","99999","MENOMINEE                    ","US","MI","    ","+45,100","-087,583","+0178.0","20080101","20210605"
"997786","99999","VIMS PIER                    ","US","VA","    ","+37,250","-076,500","+0005.0","20080103","20081231"
"997787","99999","BURNS HARBOR                 ","US","IN","    ","+41,650","-087,150","+0182.0","20080101","20210605"
"997788","99999","CAPE DECISION                ","US","AK","    ","+56,000","-134,133","+0017.0","20080101","20210605"
"997789","99999","ELDRED ROCK                  ","US","AK","    ","+58,967","-135,217","+0019.0","20080103","20210605"
"997791","99999","BERTH 223 MET                ","US","FL","    ","+27,917","-082,433","+0014.0","20080101","20140414"
"997792","99999","FAIRPORT                     ","US","MI","    ","+45,617","-086,650","+0186.0","20080101","20210605"
"997793","99999","NAUBINWAY                    ","US","MI","    ","+46,083","-085,433","+0180.0","20080101","20210605"
"997794","99999","OCEAN CREST PIER             ","US","NC","    ","+33,900","-078,150","+0012.0","20080103","20150625"
"997795","99999","ONTONAGON                    ","US","MI","    ","+46,867","-089,333","+0186.0","20080101","20210605"
"997796","99999","POINT BISHOP                 ","US","AK","    ","+58,200","-134,133","+0005.0","20080101","20210605"
"997797","99999","POINT RETREAT                ","US","AK","    ","+58,400","-134,950","+0032.0","20080101","20210605"
"997798","99999","SOUTH DOUGLAS                ","US","AK","    ","+58,267","-134,433","+0004.0","20080101","20210605"
"997799","99999","SISTERS ISLAND               ","US","AK","    ","+58,167","-135,250","+0051.0","20080129","20210605"
"997801","99999","LONGVIEW                     ","US","WA","    ","+46,100","-122,950","+0003.0","20080101","20210605"
"997802","99999","BIG SABLE POINT              ","US","MI","    ","+44,050","-086,517","+0186.0","20080101","20210605"
"997803","99999","PORT WING                    ","US","MI","    ","+46,783","-091,383","+0186.0","20080101","20210605"
"997804","99999","CAPE SPENCER                 ","US","AK","    ","+58,200","-136,633","+0026.0","20080101","20210605"
"997805","99999","WAVERIDER BUOY               ","US","  ","    ","+30,717","-081,283","+0000.0","20080101","20081231"
"997806","99999","CDIP BUOY                    ","US","FL","    ","+28,400","-080,533","+0000.0","20080101","20081231"
"997807","99999","FORT PIERCE                  ","US","FL","    ","+27,550","-080,217","+0000.0","20080101","20081231"
"997808","99999","M6-WEST COAST                ","EI","  ","    ","+53,056","-015,924","+0003.0","20080101","20081231"
"997809","99999","CORONADO ISLAND              ","MX","  ","    ","+32,417","-117,317","+0003.0","20080101","20081231"
"997810","99999","BRUTUS GREEN CANYON 158      ","US","LA","    ","+27,800","-090,667","+0037.0","20080101","20081102"
"997813","99999","SW BERING SEA                ","US","AK","    ","+55,000","+175,283","+0003.0","20080101","20081231"
"997814","99999","SHELIKOF STRAIT              ","US","AK","    ","+57,917","-154,250","+0003.0","20080101","20081231"
"997832","99999","DRIFTING BUOY 21596          ","US","  ","    ","   ,   ","    ,   ","       ","20080725","20080725"
"997833","99999","DRIFTING BUOY 22588          ","US","  ","    ","   ,   ","    ,   ","       ","20081121","20081214"
"997834","99999","DRIFTING BUOY 25534          ","US","  ","    ","   ,   ","    ,   ","       ","20080727","20081231"
"997848","99999","DATA BUOY 42361              ","US","  ","    ","+27,550","-092,483","+0037.0","20080724","20080923"
"997852","99999","DATA BUOY 44053              ","US","VA","    ","+37,233","-076,500","+0003.0","20080724","20081231"
"997853","99999","DATA BUOY 44054              ","US","DE","    ","+38,883","-075,183","+0000.0","20080801","20081231"
"997856","99999","DRIFTING BUOY 41681          ","US","  ","    ","   ,   ","    ,   ","       ","20080913","20081021"
"997858","99999","DRIFTING BUOY 41683          ","US","  ","    ","   ,   ","    ,   ","       ","20080913","20081231"
"997865","99999","DRIFTING BUOY 41902          ","US","  ","    ","   ,   ","    ,   ","       ","20080901","20080906"
"997867","99999","DRIFTING BUOY 41906          ","US","  ","    ","   ,   ","    ,   ","       ","20080918","20080918"
"997877","99999","DRIFTING BUOY 43529          ","US","  ","    ","   ,   ","    ,   ","       ","20080918","20081214"
"997886","99999","DRIFTING BUOY 44617          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20080909"
"997887","99999","DRIFTING BUOY 44620          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081231"
"997888","99999","DRIFTING BUOY 44621          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081231"
"997892","99999","DRIFTING BUOY 44625          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081231"
"997894","99999","DRIFTING BUOY 44761          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081231"
"997895","99999","DRIFTING BUOY 44762          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081231"
"997896","99999","DRIFTING BUOY 44763          ","US","  ","    ","   ,   ","    ,   ","       ","20080725","20081230"
"997897","99999","DRIFTING BUOY 44765          ","US","  ","    ","   ,   ","    ,   ","       ","20080910","20081231"
"997899","99999","DRIFTING BUOY 44770          ","US","  ","    ","   ,   ","    ,   ","       ","20080919","20081231"
"997901","99999","DRIFTING BUOY 44771          ","US","  ","    ","   ,   ","    ,   ","       ","20080918","20081231"
"997902","99999","DRIFTING BUOY 44772          ","US","  ","    ","   ,   ","    ,   ","       ","20081204","20081231"
"997903","99999","DRIFTING BUOY 44774          ","US","  ","    ","   ,   ","    ,   ","       ","20081204","20081231"
"997904","99999","DRIFTING BUOY 44776          ","US","  ","    ","   ,   ","    ,   ","       ","20081208","20081231"
"997909","99999","DRIFTING BUOY 44848          ","US","  ","    ","   ,   ","    ,   ","       ","20080802","20081219"
"997911","99999","DRIFTING BUOY 44903          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081231"
"997913","99999","DRIFTING BUOY 44910          ","US","  ","    ","   ,   ","    ,   ","       ","20081012","20081231"
"997914","99999","DRIFTING BUOY 44914          ","US","  ","    ","   ,   ","    ,   ","       ","20081010","20081010"
"997915","99999","DRIFTING BUOY 44918          ","US","  ","    ","   ,   ","    ,   ","       ","20080923","20081217"
"997916","99999","DRIFTING BUOY 44919          ","US","  ","    ","   ,   ","    ,   ","       ","20080802","20081230"
"997917","99999","DRIFTING BUOY 44920          ","US","  ","    ","   ,   ","    ,   ","       ","20081001","20081208"
"997919","99999","DRIFTING BUOY 44922          ","US","  ","    ","   ,   ","    ,   ","       ","20081204","20081231"
"997939","99999","DRIFTING BUOY 48522          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081230"
"997941","99999","DRIFTING BUOY 48523          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081125"
"997944","99999","DRIFTING BUOY 48592          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081230"
"997945","99999","DRIFTING BUOY 48621          ","US","  ","    ","   ,   ","    ,   ","       ","20080725","20081229"
"997949","99999","DRIFTING BUOY 48636          ","US","  ","    ","   ,   ","    ,   ","       ","20080725","20081230"
"997957","99999","DRIFTING BUOY 52620          ","US","  ","    ","   ,   ","    ,   ","       ","20080911","20081223"
"997958","99999","DRIFTING BUOY 52666          ","US","  ","    ","   ,   ","    ,   ","       ","20080724","20081229"
"997973","99999","DRIFTING BUOY 62508          ","US","  ","    ","   ,   ","    ,   ","       ","20081122","20081218"
"997976","99999","DRIFTING BUOY 62934          ","US","  ","    ","   ,   ","    ,   ","       ","20080816","20081210"
"997981","99999","FOLLY BEACH PIER             ","US","SC","    ","+32,650","-079,933","+0003.0","20080131","20100916"
"997982","99999","PORT INLAND                  ","US","MI","    ","+45,967","-085,867","+0180.0","20080101","20210605"
"997983","99999","DATA BUOY 41037              ","US","NC","    ","+33,983","-077,350","+0003.0","20080724","20081231"
"997984","99999","DATA BUOY 46094              ","US","OR","    ","+44,633","-124,300","+0003.0","20080724","20080917"
"997986","99999","DATA BUOY 41043              ","US","  ","    ","+20,983","-065,017","+0003.0","20080724","20081231"
"997988","99999","BIG BAY                      ","US","MI","    ","+46,817","-087,717","+0185.0","20080101","20210605"
"997989","99999","OLCOTT HARBOR                ","US","NY","    ","+43,333","-078,717","+0083.0","20080101","20210605"
